id,type,path,apidoc_Text
2556,method,org/eclipse/jface/viewers/IColorDecorator/decorateForeground/Object,Return the foreground Color for element or <code>null</code> if there\n is not one.\n @param element\n @return Color or <code>null</code>\n
2557,method,org/eclipse/jface/viewers/IColorDecorator/decorateBackground/Object,Return the background Color for element or <code>null</code> if there\n is not one.\n @param element\n @return Color or <code>null</code>\n
2560,method,org/eclipse/jface/viewers/ColumnViewerEditorActivationStrategy/getViewer/,@return the viewer\n
2561,method,org/eclipse/jface/viewers/ColumnViewerEditorActivationStrategy/setEnableEditorActivationWithKeyboard/boolean,Enable activation of cell editors by keyboard\n\n @param enable\n            <code>true</code> to enable\n
2562,method,org/eclipse/jface/viewers/ColumnViewerEditorActivationStrategy/ColumnViewerEditorActivationStrategy/ColumnViewer,@param viewer\n            the viewer the editor support is attached to\n
2564,method,org/eclipse/jface/viewers/StyledString/createColorRegistryStyler/String;String,Creates a styler that takes the given foreground and background colors\n from the JFace color registry.\n \n @param foregroundColorName\n            the color name for the foreground color\n @param backgroundColorName\n            the color name for the background color\n \n @return the created style\n
2565,method,org/eclipse/jface/viewers/StyledString/getString/,Returns the string of this {@link StyledString}.\n \n @return the current string of this {@link StyledString}.\n
2566,method,org/eclipse/jface/viewers/StyledString/toString/,Returns the string of this {@link StyledString}.\n \n @return the current string of this {@link StyledString}.\n
2567,method,org/eclipse/jface/viewers/StyledString/length/,Returns the length of the string of this {@link StyledString}.\n \n @return the length of the current string\n
2568,method,org/eclipse/jface/viewers/StyledString/append/String,Appends a string to the {@link StyledString}. The appended string\n will have no associated styler.\n \n @param string\n            the string to append\n @return returns a reference to this object\n
2569,method,org/eclipse/jface/viewers/StyledString/append/char[],Appends the string representation of the given character array\n to the {@link StyledString}. The appended\n character array will have no associated styler.\n \n @param chars\n            the character array to append\n @return returns a reference to this object\n
2570,method,org/eclipse/jface/viewers/StyledString/append/char,Appends the string representation of the given character\n to the {@link StyledString}. The appended\n character will have no associated styler.\n \n @param ch\n            the character to append\n @return returns a reference to this object\n
2571,method,org/eclipse/jface/viewers/StyledString/append/StyledString,Appends a string with styles to the {@link StyledString}.\n \n @param string\n            the string to append\n @return returns a reference to this object\n
2575,method,org/eclipse/jface/viewers/StyledString/insert/char;int,"Inserts the character at the given offset. The inserted character will\n get the styler that is already at the given offset.\n \n @param ch\n            the character to insert\n @param offset\n            the insertion index\n @return returns a reference to this object\n @throws StringIndexOutOfBoundsException\n             if <code>offset</code> is less than zero, or if <code>offset</code>\n             is greater than the length of this object\n @since 3.5\n"
2577,method,org/eclipse/jface/viewers/StyledString/getStyleRanges/,Returns an array of {@link StyleRange} resulting from applying all\n associated stylers for this string builder.\n \n @return an array of all {@link StyleRange} resulting from applying the\n         stored stylers to this string.\n
2578,method,org/eclipse/jface/viewers/StyledString/StyledString/,Creates an empty {@link StyledString}.\n
2579,method,org/eclipse/jface/viewers/StyledString/StyledString/String,Creates an {@link StyledString} initialized with a string without\n a style associated.\n \n @param string\n            the string\n
2580,method,org/eclipse/jface/viewers/StyledString/StyledString/String;Styler,Creates an {@link StyledString} initialized with a string and a\n style.\n \n @param string\n            the string\n @param styler\n            the styler for the string or <code>null</code> to not\n            associated a styler.\n
2581,field,org/eclipse/jface/viewers/StyledString/QUALIFIER_STYLER,A built-in styler using the {@link JFacePreferences#QUALIFIER_COLOR}\n managed in the JFace color registry (See\n {@link JFaceResources#getColorRegistry()}).\n
2582,field,org/eclipse/jface/viewers/StyledString/COUNTER_STYLER,A built-in styler using the {@link JFacePreferences#COUNTER_COLOR}\n managed in the JFace color registry (See\n {@link JFaceResources#getColorRegistry()}).\n
2583,field,org/eclipse/jface/viewers/StyledString/DECORATIONS_STYLER,A built-in styler using the {@link JFacePreferences#DECORATIONS_COLOR}\n managed in the JFace color registry (See\n {@link JFaceResources#getColorRegistry()}).\n
2584,class,org/eclipse/jface/viewers/StyledString/Styler,A styler will be asked to apply its styles to one ore more ranges in the\n {@link StyledString}.\n \n
2585,method,org/eclipse/jface/viewers/StyledString/Styler/applyStyles/TextStyle,Applies the styles represented by this object to the given textStyle.\n \n @param textStyle\n            the {@link TextStyle} to modify\n
2586,method,org/eclipse/jface/viewers/StyledString/Styler/StyledString/Styler/,
2587,class,org/eclipse/jface/viewers/TableViewerEditor,This is an editor-implementation for {@link Table}\n \n @since 3.3\n \n
2588,method,org/eclipse/jface/viewers/TableViewerEditor/create/TableViewer;SWTFocusCellManager;ColumnViewerEditorActivationStrategy;int,"Create a customized editor with focusable cells\n \n @param viewer\n            the viewer the editor is created for\n @param focusCellManager\n            the cell focus manager if one needed else <code>null</code>\n @param editorActivationStrategy\n            activation strategy to control if an editor activated\n @param feature\n            bit mask controlling the editor\n            <ul>\n            <li>{@link ColumnViewerEditor#DEFAULT}</li>\n            <li>{@link ColumnViewerEditor#TABBING_CYCLE_IN_ROW}</li>\n            <li>{@link ColumnViewerEditor#TABBING_HORIZONTAL}</li>\n            <li>{@link ColumnViewerEditor#TABBING_MOVE_TO_ROW_NEIGHBOR}</li>\n            <li>{@link ColumnViewerEditor#TABBING_VERTICAL}</li>\n            </ul>\n @see #create(TableViewer, ColumnViewerEditorActivationStrategy, int)\n"
2589,method,org/eclipse/jface/viewers/TableViewerEditor/create/TableViewer;ColumnViewerEditorActivationStrategy;int,Create a customized editor whose activation process is customized\n \n @param viewer\n            the viewer the editor is created for\n @param editorActivationStrategy\n            activation strategy to control if an editor activated\n @param feature\n            bit mask controlling the editor\n            <ul>\n            <li>{@link ColumnViewerEditor#DEFAULT}</li>\n            <li>{@link ColumnViewerEditor#TABBING_CYCLE_IN_ROW}</li>\n            <li>{@link ColumnViewerEditor#TABBING_HORIZONTAL}</li>\n            <li>{@link ColumnViewerEditor#TABBING_MOVE_TO_ROW_NEIGHBOR}</li>\n            <li>{@link ColumnViewerEditor#TABBING_VERTICAL}</li>\n            </ul>\n
2590,method,org/eclipse/jface/viewers/TableViewerEditor/setEditor/Control;Item;int,
2591,method,org/eclipse/jface/viewers/TableViewerEditor/setLayoutData/LayoutData,
2592,method,org/eclipse/jface/viewers/TableViewerEditor/getFocusCell/,
2593,method,org/eclipse/jface/viewers/TableViewerEditor/updateFocusCell/ViewerCell;ColumnViewerEditorActivationEvent,
2598,method,org/eclipse/jface/viewers/ViewerFilter/select/Viewer;Object;Object,"Returns whether the given element makes it through this filter.\n\n @param viewer the viewer\n @param parentElement the parent element\n @param element the element\n @return <code>true</code> if element is included in the\n   filtered set, and <code>false</code> if excluded\n"
2599,method,org/eclipse/jface/viewers/ViewerFilter/ViewerFilter/,Creates a new viewer filter.\n
2600,interface,org/eclipse/jface/viewers/IStructuredSelection,A selection containing elements.\n
2601,method,org/eclipse/jface/viewers/IStructuredSelection/getFirstElement/,"Returns the first element in this selection, or <code>null</code>\n if the selection is empty.\n\n @return an element, or <code>null</code> if none\n"
2602,method,org/eclipse/jface/viewers/IStructuredSelection/iterator/,Returns an iterator over the elements of this selection.\n\n @return an iterator over the selected elements\n
2603,method,org/eclipse/jface/viewers/IStructuredSelection/size/,Returns the number of elements selected in this selection.\n\n @return the number of elements selected\n
2604,method,org/eclipse/jface/viewers/IStructuredSelection/toArray/,Returns the elements in this selection as an array.\n\n @return the selected elements as an array\n
2606,class,org/eclipse/jface/viewers/ComboBoxViewerCellEditor,A cell editor that presents a list of items in a combo box. In contrast to\n {@link ComboBoxCellEditor} it wraps the underlying {@link CCombo} using a\n {@link ComboViewer}\n @since 3.4\n
2607,method,org/eclipse/jface/viewers/ComboBoxViewerCellEditor/createControl/Composite,
2608,method,org/eclipse/jface/viewers/ComboBoxViewerCellEditor/doGetValue/,The <code>ComboBoxCellEditor</code> implementation of this\n <code>CellEditor</code> framework method returns the zero-based index\n of the current selection.\n\n @return the zero-based index of the current selection wrapped as an\n         <code>Integer</code>\n
2609,method,org/eclipse/jface/viewers/ComboBoxViewerCellEditor/doSetFocus/,
2610,method,org/eclipse/jface/viewers/ComboBoxViewerCellEditor/getLayoutData/,The <code>ComboBoxCellEditor</code> implementation of this\n <code>CellEditor</code> framework method sets the minimum width of the\n cell. The minimum width is 10 characters if <code>comboBox</code> is\n not <code>null</code> or <code>disposed</code> eles it is 60 pixels\n to make sure the arrow button and some text is visible. The list of\n CCombo will be wide enough to show its longest item.\n
2611,method,org/eclipse/jface/viewers/ComboBoxViewerCellEditor/doSetValue/Object,Set a new value\n\n @param value\n            the new value\n
2612,method,org/eclipse/jface/viewers/ComboBoxViewerCellEditor/setLabelProvider/IBaseLabelProvider,@param labelProvider\n            the label provider used\n @see StructuredViewer#setLabelProvider(IBaseLabelProvider)\n
2613,method,org/eclipse/jface/viewers/ComboBoxViewerCellEditor/setContenProvider/IStructuredContentProvider,@param provider\n            the content provider used\n @see StructuredViewer#setContentProvider(IContentProvider)\n
2614,method,org/eclipse/jface/viewers/ComboBoxViewerCellEditor/setInput/Object,@param input\n            the input used\n @see StructuredViewer#setInput(Object)\n
2615,method,org/eclipse/jface/viewers/ComboBoxViewerCellEditor/getViewer/,@return get the viewer\n
2616,method,org/eclipse/jface/viewers/ComboBoxViewerCellEditor/focusLost/,
2617,method,org/eclipse/jface/viewers/ComboBoxViewerCellEditor/keyReleaseOccured/KeyEvent,
2618,method,org/eclipse/jface/viewers/ComboBoxViewerCellEditor/ComboBoxViewerCellEditor/Composite,Creates a new cell editor with a combo viewer and a default style\n\n @param parent\n            the parent control\n
